数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	Column1
480	20-11-06	3-43	17	21	21	17	21	21	4.18	
481	20-11-06	3-48	13	19	20	13	19	20	4.18	
482	20-11-06	3-54	13	18	18	13	18	18	4.19	
483	20-11-06	3-59	15	22	23	15	22	23	4.18	
484	20-11-06	4-5	14	20	20	14	20	20	4.18	
485	20-11-06	4-10	14	18	19	14	18	19	4.18	
486	20-11-06	4-16	14	20	22	14	20	22	4.18	
487	20-11-06	4-21	13	19	22	13	19	22	4.18	
488	20-11-06	4-27	13	19	23	13	19	23	4.19	
489	20-11-06	4-32	14	20	20	14	20	20	4.18	
490	20-11-06	4-38	13	20	22	13	20	22	4.18	
491	20-11-06	4-43	14	20	22	14	20	22	4.18	
492	20-11-06	4-49	15	22	25	15	22	25	4.18	
493	20-11-06	4-54	14	20	23	14	20	23	4.18	
494	20-11-06	5-0	14	20	22	14	20	22	4.18	
495	20-11-06	5-5	14	22	23	14	22	23	4.18	
496	20-11-06	5-11	15	20	23	15	20	23	4.18	
497	20-11-06	5-16	14	19	19	14	19	19	4.18	
498	20-11-06	5-22	15	22	23	15	22	23	4.18	
499	20-11-06	5-27	14	20	23	14	20	23	4.18	
500	20-11-06	5-33	14	23	24	14	23	24	4.18	
501	20-11-06	5-38	17	22	22	17	22	22	4.18	
502	20-11-06	5-44	13	19	19	13	19	19	4.18	
503	20-11-06	5-49	13	20	22	13	20	22	4.18	
504	20-11-06	5-55	14	20	22	14	20	22	4.18	
505	20-11-06	6-0	16	22	22	16	22	22	4.18	
506	20-11-06	6-6	14	22	24	14	22	24	4.18	
507	20-11-06	6-11	13	19	20	13	19	20	4.18	
508	20-11-06	6-17	16	23	25	16	23	25	4.18	
509	20-11-06	6-22	17	24	25	17	24	25	4.18	
510	20-11-06	6-28	16	22	23	16	22	23	4.18	
511	20-11-06	6-33	16	22	23	16	22	23	4.18	
512	20-11-06	6-39	17	24	27	17	24	27	4.18	
513	20-11-06	6-44	17	24	27	17	24	27	4.18	
514	20-11-06	6-50	17	24	25	17	24	25	4.18	
515	20-11-06	6-55	17	24	25	17	24	25	4.18	
516	20-11-06	7-1	19	25	27	19	25	27	4.18	
517	20-11-06	7-6	19	25	28	19	25	28	4.18	
518	20-11-06	7-12	18	25	28	18	25	28	4.18	
519	20-11-06	7-17	19	28	32	19	28	32	4.18	
520	20-11-06	7-23	20	30	35	20	30	35	4.18	
521	20-11-06	7-28	19	27	28	19	27	28	4.18	
522	20-11-06	7-34	23	29	30	23	29	30	4.18	
523	20-11-06	7-39	19	29	30	19	29	30	4.18	
524	20-11-06	7-45	21	29	32	21	29	32	4.18	
525	20-11-06	7-50	22	29	33	22	29	33	4.18	
526	20-11-06	7-56	22	30	30	22	30	30	4.18	
527	20-11-06	8-1	22	28	35	22	28	35	4.18	
528	20-11-06	8-7	20	30	33	20	30	33	4.18	
529	20-11-06	8-12	22	29	32	22	29	32	4.18	
530	20-11-06	8-18	22	29	32	22	29	32	4.18	
531	20-11-06	8-23	25	38	40	24	36	40	4.18	
532	20-11-06	8-29	23	33	36	23	33	36	4.18	
533	20-11-06	8-34	24	34	35	24	34	35	4.18	
534	20-11-06	8-40	26	37	42	25	36	42	4.18	
535	20-11-06	8-45	24	35	39	24	35	39	4.18	
536	20-11-06	8-51	25	35	38	24	35	38	4.18	
537	20-11-06	8-56	24	35	41	24	35	41	4.18	
538	20-11-06	9-2	24	30	31	24	30	31	4.18	
539	20-11-06	9-7	24	31	33	24	31	33	4.18	
540	20-11-06	9-13	23	31	33	23	31	33	4.18	
541	20-11-06	9-18	23	30	34	23	30	34	4.18	
542	20-11-06	9-24	22	30	33	22	30	33	4.18	
543	20-11-06	9-29	23	32	34	23	32	34	4.18	
544	20-11-06	9-35	21	30	33	21	30	33	4.18	
545	20-11-06	9-40	22	33	38	22	33	38	4.18	
546	20-11-06	9-46	19	28	28	19	28	28	4.18	
547	20-11-06	9-51	22	29	32	22	29	32	4.18	
548	20-11-06	9-57	19	30	30	19	30	30	4.18	
549	20-11-06	10-3	18	25	29	18	25	29	4.18	
550	20-11-06	10-8	22	30	34	22	30	34	4.18	
551	20-11-06	10-14	19	32	34	19	32	34	4.18	
552	20-11-06	10-19	21	29	33	21	29	33	4.18	
553	20-11-06	10-25	19	26	31	19	26	31	4.18	
554	20-11-06	10-30	19	27	30	19	27	30	4.18	
555	20-11-06	10-36	19	24	24	19	24	24	4.18	
556	20-11-06	10-41	17	24	27	17	24	27	4.18	
557	20-11-06	10-47	19	28	29	19	28	29	4.18	
558	20-11-06	10-52	18	25	25	18	25	25	4.18	
559	20-11-06	10-58	18	24	25	18	24	25	4.16	
560	20-11-06	11-3	16	24	25	16	24	25	4.16	
561	20-11-06	11-9	14	21	21	14	21	21	4.15	
562	20-11-06	11-14	18	26	27	18	26	27	4.15	
563	20-11-06	11-20	21	29	29	21	29	29	4.15	
564	20-11-06	11-25	20	28	30	20	28	30	4.15	
565	20-11-06	11-31	20	31	34	20	31	34	4.15	
566	20-11-06	11-36	19	28	30	19	28	30	4.13	
567	20-11-06	11-42	19	25	26	19	25	26	4.14	
568	20-11-06	11-47	19	25	27	19	25	27	4.14	
569	20-11-06	11-53	20	27	28	20	27	28	4.14	
570	20-11-06	11-58	19	27	30	19	27	30	4.14	
571	20-11-06	12-4	23	32	32	23	32	32	4.14	
572	20-11-06	12-9	18	25	29	18	25	29	4.14	
573	20-11-06	12-15	19	27	28	19	27	28	4.14	
574	20-11-06	12-21	18	24	25	18	24	25	4.14	
575	20-11-06	12-26	20	30	31	20	30	31	4.13	
576	20-11-06	12-32	20	28	30	20	28	30	4.13	
577	20-11-06	12-37	23	33	34	23	33	34	4.13	
578	20-11-06	12-43	22	28	28	22	28	28	4.13	
579	20-11-06	12-48	22	29	30	22	29	30	4.13	
580	20-11-06	12-54	26	37	39	25	36	39	4.13	
581	20-11-06	12-59	24	34	36	24	34	36	4.13	
582	20-11-06	13-5	25	34	34	24	34	34	4.13	
583	20-11-06	13-10	28	38	40	27	36	40	4.12	
584	20-11-06	13-16	24	34	36	24	34	36	4.12	
585	20-11-06	13-21	25	30	31	24	30	31	4.12	
586	20-11-06	13-27	24	36	38	24	36	38	4.12	
587	20-11-06	13-32	27	36	38	25	36	38	4.12	
588	20-11-06	13-38	24	34	34	24	34	34	4.12	
589	20-11-06	13-44	24	34	35	24	34	35	4.12	
590	20-11-06	13-49	25	34	37	24	34	37	4.1	
591	20-11-06	13-55	24	32	35	24	32	35	4.12	
592	20-11-06	14-0	24	33	34	24	33	34	4.11	
593	20-11-06	14-6	25	35	38	24	35	38	4.11	
594	20-11-06	14-11	24	35	38	24	35	38	4.11	
595	20-11-06	14-17	25	34	35	24	34	35	4.09	
596	20-11-06	14-22	23	32	34	23	32	34	4.11	
597	20-11-06	14-28	24	35	39	24	35	39	4.11	
598	20-11-06	14-33	27	34	38	25	34	38	4.11	
599	20-11-06	14-39	23	32	33	23	32	33	4.1	
600	20-11-06	14-44	25	38	39	24	37	39	4.1	
601	20-11-06	14-50	29	38	40	27	37	40	4.11	
602	20-11-06	14-55	28	38	40	27	37	40	4.09	
603	20-11-06	15-1	27	35	38	25	35	38	4.1	
604	20-11-06	15-6	25	37	41	24	37	41	4.1	
605	20-11-06	15-12	27	38	40	25	37	40	4.1	
606	20-11-06	15-18	28	38	40	27	37	40	4.09	
607	20-11-06	15-23	27	35	38	25	35	38	4.1	
608	20-11-06	15-29	28	39	41	27	38	41	4.1	
609	20-11-06	15-34	28	39	41	27	38	41	4.1	
610	20-11-06	15-40	32	44	45	28	40	45	4.1	
611	20-11-06	15-45	30	45	47	28	42	47	4.09	
612	20-11-06	15-51	30	43	44	28	40	44	4.09	
613	20-11-06	15-56	34	48	49	29	43	49	4.09	
614	20-11-06	16-2	33	48	51	29	43	51	4.1	
615	20-11-06	16-7	35	53	55	30	46	55	4.09	
616	20-11-06	16-13	30	40	43	28	39	43	4.09	
617	20-11-06	16-18	40	53	55	33	47	55	4.08	
618	20-11-06	16-24	37	53	55	32	46	55	4.08	
619	20-11-06	16-29	38	51	57	32	45	56	4.07	
620	20-11-06	16-35	37	49	55	32	44	55	4.08	
621	20-11-06	16-41	38	53	60	32	46	58	4.09	
622	20-11-06	16-46	35	51	56	30	45	55	4.08	
623	20-11-06	16-52	39	52	57	33	46	56	4.08	
624	20-11-06	16-57	38	54	57	31	46	56	4.09	
625	20-11-06	17-3	41	59	62	34	49	60	4.08	
626	20-11-06	17-8	37	53	59	32	47	58	4.08	
627	20-11-06	17-14	36	56	60	31	47	57	4.08	
628	20-11-06	17-19	41	58	61	34	49	59	4.07	
629	20-11-06	17-25	39	52	57	33	46	56	4.08	
630	20-11-06	17-30	36	49	51	31	44	51	4.08	
631	20-11-06	17-36	39	56	61	33	47	58	4.08	
632	20-11-06	17-41	39	51	52	33	45	52	4.07	
633	20-11-06	17-47	50	64	73	37	52	66	4.07	
634	20-11-06	17-52	46	64	71	35	52	64	4.07	
635	20-11-06	17-58	48	67	74	36	53	67	4.07	
636	20-11-06	18-4	48	65	67	36	52	62	4.07	
637	20-11-06	18-9	48	67	72	36	53	65	4.07	
638	20-11-06	18-15	47	65	71	36	51	64	4.06	
639	20-11-06	18-20	45	67	75	34	53	67	4.06	
640	20-11-06	18-26	43	61	62	33	50	58	4.06	
641	20-11-06	18-31	46	62	64	36	50	60	4.07	
642	20-11-06	18-37	42	52	60	33	45	57	4.07	
643	20-11-06	18-42	44	58	62	34	49	58	4.07	
644	20-11-06	18-48	46	67	70	35	52	63	4.06	
645	20-11-06	18-53	50	71	81	37	55	69	4.06	
646	20-11-06	18-59	51	72	83	37	55	71	4.06	
647	20-11-06	19-4	63	89	96	42	61	77	4.06	
648	20-11-06	19-10	71	101	112	47	66	85	4.05	
649	20-11-06	19-15	73	98	104	48	65	81	4.06	
650	20-11-06	19-21	70	99	103	46	65	82	4.06	
651	20-11-06	19-27	73	105	113	48	68	86	4.05	
652	20-11-06	19-32	76	107	125	50	71	91	4.05	
653	20-11-06	19-38	72	105	112	47	68	86	4.06	
654	20-11-06	19-43	86	123	135	56	81	95	4.05	
655	20-11-06	19-49	85	122	132	56	81	93	4.05	
656	20-11-06	19-54	86	119	132	56	78	93	4.06	
657	20-11-06	20-0	47	64	69	36	52	64	4.06	
658	20-11-06	20-5	65	92	101	43	63	80	4.05	
659	20-11-06	20-11	35	48	50	30	44	50	4.05	
660	20-11-06	20-16	35	47	49	30	42	49	4.05	
661	20-11-06	20-22	32	46	48	29	42	48	4.05	
662	20-11-06	20-27	33	47	49	29	42	49	4.05	
663	20-11-06	20-33	33	44	47	28	41	47	4.05	
664	20-11-06	20-38	31	42	45	27	39	45	4.05	
665	20-11-06	20-44	33	43	46	28	39	46	4.05	
666	20-11-06	20-49	33	44	45	28	40	45	4.04	
667	20-11-06	20-55	33	45	49	28	42	49	4.05	
668	20-11-06	21-1	33	48	49	28	43	49	4.05	
669	20-11-06	21-6	35	45	47	31	41	47	4.04	
670	20-11-06	21-12	33	46	51	28	42	51	4.05	
671	20-11-06	21-17	32	43	45	28	39	45	4.06	
672	20-11-06	21-23	31	45	46	27	41	46	4.04	
673	20-11-06	21-28	35	45	47	31	41	47	4.04	
674	20-11-06	21-34	33	47	52	28	43	52	4.04	
675	20-11-06	21-39	32	46	51	28	41	51	4.04	
676	20-11-06	21-45	32	41	45	28	39	45	4.02	
677	20-11-06	21-50	33	42	48	28	39	48	4.03	
678	20-11-06	21-56	61	88	90	40	61	74	4.04	
679	20-11-06	22-1	59	85	92	40	59	75	4.04	
680	20-11-06	22-7	61	85	101	41	59	78	4.04	
681	20-11-06	22-12	59	83	96	40	59	77	4.04	
682	20-11-06	22-18	54	74	83	39	55	70	4.04	
683	20-11-06	22-24	52	76	80	38	55	68	4.04	
684	20-11-06	22-29	52	74	80	38	55	69	4.03	
685	20-11-06	22-35	50	71	77	37	55	68	4.03	
686	20-11-06	22-40	52	70	79	38	53	69	4.01	
687	20-11-06	22-46	53	73	78	38	54	68	4.02	
688	20-11-06	22-51	57	78	85	39	57	72	4.04	
689	20-11-06	22-57	52	75	82	38	55	70	4.04	
690	20-11-06	23-2	54	77	81	38	57	71	4.16	
691	20-11-06	23-8	51	70	74	38	54	66	4.16	
692	20-11-06	23-13	47	67	75	36	53	67	4.17	
693	20-11-06	23-19	49	69	72	37	53	65	4.17	
694	20-11-06	23-24	44	61	65	35	50	60	4.17	
695	20-11-06	23-30	51	69	75	37	53	67	4.18	
696	20-11-06	23-35	46	69	77	35	53	68	4.18	
697	20-11-06	23-41	44	63	68	34	51	62	4.19	
698	20-11-06	23-46	51	69	71	36	53	64	4.19	
699	20-11-06	23-52	52	70	72	38	53	65	4.19	
700	20-11-06	23-57	48	69	73	36	53	65	4.19	
701	20-11-07	0-3	49	72	80	36	54	68	4.19	
702	20-11-07	0-8	50	69	77	36	53	67	4.2	
703	20-11-07	0-14	50	73	77	36	54	67	4.2	
704	20-11-07	0-19	52	71	77	37	54	67	4.2	
705	20-11-07	0-25	49	72	76	36	54	66	4.2	
706	20-11-07	0-30	46	63	64	35	51	59	4.2	
707	20-11-07	0-36	49	68	72	36	53	65	4.2	
708	20-11-07	0-41	50	66	71	36	51	64	4.19	
709	20-11-07	0-47	49	68	73	36	53	65	4.19	
710	20-11-07	0-52	47	74	86	35	55	71	4.19	
711	20-11-07	0-58	49	69	74	36	53	66	4.19	
712	20-11-07	1-3	49	72	78	36	54	67	4.19	
713	20-11-07	1-9	50	74	79	36	55	68	4.19	
714	20-11-07	1-14	52	73	79	38	54	68	4.19	
715	20-11-07	1-20	53	76	89	38	55	73	4.19	
716	20-11-07	1-25	53	77	83	38	57	71	4.19	
717	20-11-07	1-31	53	73	79	38	54	69	4.19	
718	20-11-07	1-36	53	77	85	38	57	72	4.19	
719	20-11-07	1-42	59	79	84	40	57	71	4.19	
720	20-11-07	1-47	54	77	84	39	57	71	4.19	
721	20-11-07	1-53	57	78	86	39	57	72	4.19	
722	20-11-07	1-58	58	78	84	40	57	71	4.19	
723	20-11-07	2-4	63	86	97	42	60	78	4.19	
724	20-11-07	2-9	61	85	91	40	59	74	4.19	
725	20-11-07	2-15	63	87	94	42	61	76	4.19	
726	20-11-07	2-20	67	94	100	44	63	79	4.19	
727	20-11-07	2-26	62	87	96	42	61	76	4.19	
728	20-11-07	2-31	70	102	111	46	67	84	4.19	
729	20-11-07	2-37	69	97	104	45	63	80	4.19	
730	20-11-07	2-42	73	104	109	48	68	82	4.19	
731	20-11-07	2-48	73	103	120	48	68	87	4.18	
732	20-11-07	2-53	75	103	110	49	68	84	4.19	
733	20-11-07	2-59	76	109	120	50	72	87	4.19	
734	20-11-07	3-4	75	104	116	49	68	86	4.19	
735	20-11-07	3-10	76	109	120	50	72	87	4.18	
736	20-11-07	3-15	79	116	131	51	76	91	4.18	
737	20-11-07	3-21	81	118	139	54	78	93	4.18	
738	20-11-07	3-26	79	115	128	51	76	90	4.18	
739	20-11-07	3-32	84	117	125	55	77	88	4.19	
740	20-11-07	3-37	84	127	138	55	84	93	4.18	
741	20-11-07	3-43	85	128	136	56	84	92	4.18	
742	20-11-07	3-48	85	123	134	56	81	92	4.18	
743	20-11-07	3-54	85	120	140	56	79	95	4.18	
744	20-11-07	3-59	89	124	134	59	81	92	4.18	
745	20-11-07	4-5	90	135	147	59	89	97	4.18	
746	20-11-07	4-10	93	133	139	61	87	93	4.18	
747	20-11-07	4-16	91	131	146	60	86	97	4.18	
748	20-11-07	4-21	96	137	159	64	90	105	4.18	
749	20-11-07	4-27	96	143	155	63	94	102	4.18	
750	20-11-07	4-32	100	140	159	66	92	105	4.18	
751	20-11-07	4-38	94	140	157	62	92	104	4.18	
752	20-11-07	4-43	94	137	151	62	90	99	4.18	
753	20-11-07	4-49	98	138	153	64	90	101	4.18	
754	20-11-07	4-54	100	147	157	66	97	104	4.18	
755	20-11-07	5-0	94	138	153	62	91	102	4.18	
756	20-11-07	5-5	94	132	151	62	87	99	4.18	
757	20-11-07	5-11	97	143	162	63	94	106	4.18	
758	20-11-07	5-16	101	142	166	66	94	109	4.18	
759	20-11-07	5-22	102	147	157	67	97	103	4.18	
760	20-11-07	5-27	99	138	150	66	91	99	4.18	
761	20-11-07	5-33	100	147	169	66	97	111	4.18	
762	20-11-07	5-38	102	150	165	67	99	110	4.18	
763	20-11-07	5-44	106	150	164	70	99	109	4.18	
764	20-11-07	5-49	100	141	150	66	93	99	4.18	
765	20-11-07	5-55	105	152	173	68	100	114	4.18	
766	20-11-07	6-0	98	137	147	64	90	97	4.18	
767	20-11-07	6-6	100	147	163	66	97	108	4.18	
768	20-11-07	6-11	104	152	175	69	100	116	4.18	
769	20-11-07	6-17	105	147	164	69	98	108	4.18	
770	20-11-07	6-22	103	155	176	68	102	117	4.18	
771	20-11-07	6-28	102	144	169	67	95	112	4.18	
772	20-11-07	6-33	106	149	167	70	98	110	4.18	
773	20-11-07	6-39	104	144	162	68	94	106	4.18	
774	20-11-07	6-44	106	156	180	70	102	119	4.18	
775	20-11-07	6-50	105	156	169	69	103	112	4.18	
776	20-11-07	6-55	104	149	165	69	98	109	4.18	
777	20-11-07	7-1	108	152	170	71	100	112	4.18	
778	20-11-07	7-6	105	152	158	69	100	104	4.18	
779	20-11-07	7-12	100	148	162	66	98	107	4.18	
780	20-11-07	7-17	103	140	154	67	93	101	4.18	
781	20-11-07	7-23	108	158	170	71	105	112	4.18	
782	20-11-07	7-28	105	154	169	69	102	112	4.18	
783	20-11-07	7-34	105	151	171	69	100	113	4.18	
784	20-11-07	7-40	103	144	155	68	95	102	4.18	
785	20-11-07	7-45	97	137	155	63	90	102	4.18	
786	20-11-07	7-51	100	145	157	66	96	104	4.18	
787	20-11-07	7-56	97	139	155	63	92	102	4.18	
788	20-11-07	8-2	104	149	162	69	98	108	4.18	
789	20-11-07	8-7	103	146	162	68	97	107	4.18	
790	20-11-07	8-13	98	140	155	64	92	102	4.18	
791	20-11-07	8-18	101	142	149	66	93	98	4.18	
792	20-11-07	8-24	98	144	158	64	94	104	4.18	
793	20-11-07	8-29	102	149	161	67	98	107	4.18	
794	20-11-07	8-35	101	144	160	66	95	106	4.18	
795	20-11-07	8-40	101	138	159	66	91	104	4.18	
796	20-11-07	8-46	94	134	148	61	88	97	4.18	
797	20-11-07	8-51	90	126	146	59	83	97	4.18	
798	20-11-07	8-57	91	131	136	60	86	92	4.18	
799	20-11-07	9-2	92	125	150	60	83	99	4.18	
800	20-11-07	9-8	87	118	136	57	78	92	4.18	
801	20-11-07	9-13	93	136	150	61	90	100	4.18	
802	20-11-07	9-19	98	135	153	64	89	101	4.18	
803	20-11-07	9-24	89	136	153	59	90	101	4.18	
804	20-11-07	9-30	89	132	149	59	87	98	4.18	
805	20-11-07	9-35	90	129	141	59	85	95	4.18	
806	20-11-07	9-41	85	128	148	56	84	97	4.18	
807	20-11-07	9-46	89	126	147	59	83	97	4.18	
808	20-11-07	9-52	85	122	135	56	81	93	4.18	
809	20-11-07	9-57	92	129	138	60	86	94	4.18	
810	20-11-07	10-3	82	121	129	54	79	90	4.18	
811	20-11-07	10-8	88	124	142	58	82	95	4.18	
812	20-11-07	10-14	82	120	130	54	79	91	4.18	
813	20-11-07	10-19	84	123	132	55	81	91	4.18	
814	20-11-07	10-25	86	118	128	56	78	90	4.18	
815	20-11-07	10-30	83	118	142	55	77	94	4.18	
816	20-11-07	10-36	84	121	132	55	80	91	4.18	
817	20-11-07	10-41	82	122	138	54	80	93	4.18	
818	20-11-07	10-47	81	115	135	54	75	92	4.18	
819	20-11-07	10-52	80	111	122	53	73	87	4.18	
820	20-11-07	10-58	76	106	117	50	70	86	4.18	
821	20-11-07	11-3	72	103	115	46	68	85	4.18	
822	20-11-07	11-9	68	98	118	44	64	86	4.18	
823	20-11-07	11-14	75	102	119	49	68	87	4.18	
824	20-11-07	11-20	70	100	119	46	65	87	4.18	
825	20-11-07	11-25	70	106	117	46	70	86	4.18	
826	20-11-07	11-31	68	105	121	44	69	87	4.18	
827	20-11-07	11-36	69	100	116	45	65	85	4.18	
828	20-11-07	11-42	66	98	110	44	64	83	4.18	
829	20-11-07	11-47	69	98	111	45	64	83	4.18	
830	20-11-07	11-53	75	106	120	49	70	87	4.18	
831	20-11-07	11-58	73	106	121	48	70	87	4.18	
832	20-11-07	12-4	73	108	121	48	71	87	4.18	
833	20-11-07	12-9	75	107	120	49	71	87	4.18	
834	20-11-07	12-15	73	106	116	48	69	86	4.18	
835	20-11-07	12-20	71	107	118	47	71	86	4.18	
836	20-11-07	12-26	77	108	121	50	71	88	4.18	
837	20-11-07	12-31	72	104	119	47	69	87	4.18	
838	20-11-07	12-37	70	99	106	45	65	82	4.18	
839	20-11-07	12-42	68	100	118	44	66	86	4.18	
840	20-11-07	12-48	72	105	115	47	68	85	4.18	
841	20-11-07	12-53	70	105	112	45	68	84	4.18	
842	20-11-07	12-59	69	98	110	44	64	83	4.18	
843	20-11-07	13-4	70	99	108	45	65	83	4.18	
844	20-11-07	13-10	67	101	119	44	66	87	4.18	
845	20-11-07	13-15	66	97	107	43	64	82	4.18	
846	20-11-07	13-21	62	91	103	41	62	79	4.16	
847	20-11-07	13-26	63	89	96	41	60	77	4.16	
848	20-11-07	13-32	68	101	123	44	66	88	4.15	
849	20-11-07	13-37	63	93	109	41	62	82	4.15	
850	20-11-07	13-43	63	91	105	42	62	81	4.16	
851	20-11-07	13-48	64	92	103	42	62	80	4.15	
852	20-11-07	13-54	65	94	107	42	62	81	4.15	
853	20-11-07	13-59	61	87	99	40	61	79	4.15	
854	20-11-07	14-5	58	87	95	40	61	76	4.15	
855	20-11-07	14-11	61	86	93	40	59	75	4.14	
856	20-11-07	14-16	63	90	100	41	62	78	4.14	
857	20-11-07	14-22	59	89	99	40	61	78	4.14	
858	20-11-07	14-27	61	87	91	40	61	74	4.13	
859	20-11-07	14-33	55	82	93	39	58	75	4.13	
860	20-11-07	14-38	54	79	84	39	57	71	4.14	
861	20-11-07	14-44	57	83	88	39	59	73	4.13	
862	20-11-07	14-49	57	80	93	39	57	75	4.13	
863	20-11-07	14-55	58	85	98	40	59	77	4.13	
864	20-11-07	15-0	61	90	100	40	61	79	4.13	
865	20-11-07	15-6	56	84	92	39	59	75	4.13	
866	20-11-07	15-11	60	85	96	40	60	77	4.13	
867	20-11-07	15-17	56	81	85	39	58	71	4.13	
868	20-11-07	15-22	53	76	87	38	56	72	4.1	
869	20-11-07	15-28	60	84	90	40	60	74	4.13	
870	20-11-07	15-34	56	79	88	39	57	73	4.12	
871	20-11-07	15-39	53	78	87	38	57	72	4.12	
872	20-11-07	15-45	55	77	85	39	57	71	4.11	
873	20-11-07	15-50	55	81	87	39	58	73	4.11	
874	20-11-07	15-56	55	75	78	39	56	68	4.12	
875	20-11-07	16-1	55	77	83	39	57	71	4.12	
876	20-11-07	16-7	51	76	84	36	55	71	4.12	
877	20-11-07	16-12	54	82	91	39	58	75	4.11	
878	20-11-07	16-18	52	75	77	38	56	68	4.11	
879	20-11-07	16-23	49	73	78	36	54	67	4.11	
880	20-11-07	16-29	54	77	94	39	56	75	4.11	
881	20-11-07	16-34	52	78	85	37	56	72	4.11	
882	20-11-07	16-40	63	85	95	41	59	76	4.11	
883	20-11-07	16-45	58	92	97	40	61	77	4.1	
884	20-11-07	16-51	57	83	90	39	58	74	4.1	
885	20-11-07	16-57	54	77	89	39	57	73	4.1	
886	20-11-07	17-2	56	85	92	39	59	74	4.11	
887	20-11-07	17-8	57	80	83	40	57	70	4.09	
888	20-11-07	17-13	48	73	79	36	54	68	4.1	
889	20-11-07	17-19	53	77	83	37	56	70	4.1	
890	20-11-07	17-24	57	81	91	39	58	74	4.1	
891	20-11-07	17-30	54	75	84	38	55	71	4.1	
892	20-11-07	17-35	59	84	92	40	59	75	4.11	
893	20-11-07	17-41	56	86	94	39	60	75	4.1	
894	20-11-07	17-46	57	81	87	39	58	73	4.09	
895	20-11-07	17-52	59	81	88	40	58	73	4.1	
896	20-11-07	17-57	54	82	92	39	59	74	4.1	
897	20-11-07	18-3	58	79	91	40	56	74	4.09	
898	20-11-07	18-8	61	85	94	41	59	75	4.1	
899	20-11-07	18-14	63	85	96	41	59	76	4.08	
900	20-11-07	18-19	67	96	108	43	63	82	4.09	
901	20-11-07	18-25	68	102	110	44	67	82	4.09	
902	20-11-07	18-31	63	92	105	41	62	80	4.09	
903	20-11-07	18-36	64	93	100	42	62	78	4.09	
904	20-11-07	18-42	66	98	110	43	64	81	4.09	
905	20-11-07	18-47	66	100	115	43	66	84	4.09	
906	20-11-07	18-53	64	91	101	42	60	78	4.08	
907	20-11-07	18-58	63	92	99	41	61	77	4.09	
908	20-11-07	19-4	68	98	110	45	64	82	4.08	
909	20-11-07	19-9	69	100	111	45	66	83	4.08	
910	20-11-07	19-15	79	116	138	52	76	92	4.08	
911	20-11-07	19-20	76	107	116	50	70	84	4.08	
912	20-11-07	19-26	75	108	120	49	71	86	4.08	
913	20-11-07	19-31	79	116	123	51	76	88	4.07	
914	20-11-07	19-37	76	110	120	50	73	86	4.08	
915	20-11-07	19-42	73	104	117	48	69	86	4.08	
916	20-11-07	19-48	77	112	123	50	74	88	4.07	
917	20-11-07	19-54	77	114	123	50	75	88	4.08	
918	20-11-07	19-59	79	118	134	52	78	92	4.09	
919	20-11-07	20-5	86	130	156	56	86	103	4.08	
920	20-11-07	20-10	81	120	143	53	79	95	4.08	
921	20-11-07	20-16	88	131	143	57	86	94	4.07	
922	20-11-07	20-21	79	115	130	51	76	90	4.07	
923	20-11-07	20-27	74	106	120	48	69	86	4.07	
924	20-11-07	20-32	76	114	131	50	75	91	4.07	
925	20-11-07	20-38	79	112	122	52	74	87	4.07	
926	20-11-07	20-43	79	116	122	52	77	87	4.07	
927	20-11-07	20-49	76	111	126	50	73	88	4.07	
928	20-11-07	20-54	75	107	119	49	70	86	4.07	
929	20-11-07	21-0	73	109	123	48	72	87	4.08	
930	20-11-07	21-5	69	101	119	46	67	86	4.07	
931	20-11-07	21-11	73	109	133	48	71	90	4.08	
932	20-11-07	21-16	73	106	124	48	69	88	4.05	
933	20-11-07	21-22	75	108	128	49	72	89	4.06	
934	20-11-07	21-28	74	104	119	48	69	86	4.06	
935	20-11-07	21-33	82	120	133	54	79	91	4.06	
936	20-11-07	21-39	77	107	127	50	70	89	4.06	
937	20-11-07	21-44	78	108	123	52	71	86	4.06	
938	20-11-07	21-50	80	110	123	53	73	88	4.07	
939	20-11-07	21-55	79	119	132	51	79	90	4.06	
940	20-11-07	22-1	82	122	139	54	81	93	4.05	
941	20-11-07	22-6	82	122	132	54	81	90	4.06	
942	20-11-07	22-12	81	117	135	53	77	91	4.05	
943	20-11-07	22-17	77	118	142	50	78	94	4.06	
944	20-11-07	22-23	81	120	142	53	79	94	4.06	
945	20-11-07	22-26	85	127	139	56	84	93	4.17	
946	20-11-07	22-31	78	112	126	52	74	89	4.17	
947	20-11-07	22-37	78	115	134	51	76	92	4.18	
948	20-11-07	22-42	76	113	131	50	75	91	4.18	
949	20-11-07	22-48	73	113	125	48	75	89	4.18	
950	20-11-07	22-53	70	99	115	45	65	84	4.19	
951	20-11-07	22-59	74	112	128	48	74	90	4.19	
952	20-11-07	23-4	69	104	121	45	69	87	4.19	
953	20-11-07	23-10	70	105	123	46	69	86	4.19	
954	20-11-07	23-15	71	98	110	46	64	82	4.2	
955	20-11-07	23-21	72	111	124	48	73	88	4.2	
956	20-11-07	23-26	72	102	122	47	67	87	4.2	
957	20-11-07	23-32	71	105	126	46	68	88	4.2	
958	20-11-07	23-37	72	107	117	47	71	85	4.2	
959	20-11-07	23-43	72	108	121	47	71	86	4.2	
