empty	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
	2020/11/4	0-3	2	5	7	2	5	7	4.17
	2020/11/4	0-8	2	5	7	2	5	7	4.17
	2020/11/4	0-14	2	5	5	2	5	5	4.17
	2020/11/4	0-19	2	5	7	2	5	7	4.17
	2020/11/4	0-25	2	5	5	2	5	5	4.17
	2020/11/4	0-30	4	5	5	4	5	5	4.17
	2020/11/4	0-36	2	4	7	2	4	7	4.17
	2020/11/4	0-41	4	7	10	4	7	10	4.17
	2020/11/4	0-47	2	5	5	2	5	5	4.17
	2020/11/4	0-52	4	7	7	4	7	7	4.17
	2020/11/4	0-58	2	5	5	2	5	5	4.17
	2020/11/4	1-3	2	5	5	2	5	5	4.17
	2020/11/4	1-9	4	7	7	4	7	7	4.16
	2020/11/4	1-14	4	7	7	4	7	7	4.16
	2020/11/4	1-20	4	8	8	4	8	8	4.16
	2020/11/4	1-25	5	7	8	5	7	8	4.16
	2020/11/4	1-31	4	8	10	4	8	10	4.16
	2020/11/4	1-36	5	8	8	5	8	8	4.16
	2020/11/4	1-42	4	7	7	4	7	7	4.16
	2020/11/4	1-47	4	5	7	4	5	7	4.16
	2020/11/4	1-53	2	7	7	2	7	7	4.16
	2020/11/4	1-58	4	5	5	4	5	5	4.16
	2020/11/4	2-4	4	5	5	4	5	5	4.16
	2020/11/4	2-9	4	7	7	4	7	7	4.16
	2020/11/4	2-15	4	7	7	4	7	7	4.16
	2020/11/4	2-20	2	5	7	2	5	7	4.16
	2020/11/4	2-26	5	8	10	5	8	10	4.16
	2020/11/4	2-31	4	5	7	4	5	7	4.16
	2020/11/4	2-37	4	7	7	4	7	7	4.16
	2020/11/4	2-42	2	5	5	2	5	5	4.16
	2020/11/4	2-48	4	5	7	4	5	7	4.16
	2020/11/4	2-53	2	5	5	2	5	5	4.16
	2020/11/4	2-59	4	7	7	4	7	7	4.16
	2020/11/4	3-4	2	5	5	2	5	5	4.16
	2020/11/4	3-10	4	8	8	4	8	8	4.16
	2020/11/4	3-15	4	8	10	4	8	10	4.16
	2020/11/4	3-21	4	7	7	4	7	7	4.16
	2020/11/4	3-27	4	5	5	4	5	5	4.16
	2020/11/4	3-32	4	7	7	4	7	7	4.16
	2020/11/4	3-38	4	5	7	4	5	7	4.16
	2020/11/4	3-43	2	7	7	2	7	7	4.16
	2020/11/4	3-49	4	5	5	4	5	5	4.16
	2020/11/4	3-54	4	7	8	4	7	8	4.16
	2020/11/4	4-0	4	7	7	4	7	7	4.16
	2020/11/4	4-5	4	5	8	4	5	8	4.16
	2020/11/4	4-11	7	10	11	7	10	11	4.16
	2020/11/4	4-16	5	8	8	5	8	8	4.16
	2020/11/4	4-22	2	7	10	2	7	10	4.16
	2020/11/4	4-27	4	5	5	4	5	5	4.16
	2020/11/4	4-33	4	7	7	4	7	7	4.16
	2020/11/4	4-38	4	7	8	4	7	8	4.16
	2020/11/4	4-44	4	8	8	4	8	8	4.16
	2020/11/4	4-49	4	5	5	4	5	5	4.16
	2020/11/4	4-55	4	7	8	4	7	8	4.16
	2020/11/4	5-0	4	7	7	4	7	7	4.16
	2020/11/4	5-6	4	7	8	4	7	8	4.16
	2020/11/4	5-11	4	7	8	4	7	8	4.16
	2020/11/4	5-17	4	7	7	4	7	7	4.16
	2020/11/4	5-22	5	8	8	5	8	8	4.16
	2020/11/4	5-28	4	7	7	4	7	7	4.16
	2020/11/4	5-33	5	8	10	5	8	10	4.16
	2020/11/4	5-39	4	5	5	4	5	5	4.16
	2020/11/4	5-44	4	7	7	4	7	7	4.16
	2020/11/4	5-50	5	7	8	5	7	8	4.16
	2020/11/4	5-55	4	8	8	4	8	8	4.16
	2020/11/4	6-1	5	8	10	5	8	10	4.16
	2020/11/4	6-6	5	10	12	5	10	12	4.16
	2020/11/4	6-12	5	8	8	5	8	8	4.16
	2020/11/4	6-17	5	10	11	5	10	11	4.16
	2020/11/4	6-23	5	7	7	5	7	7	4.16
	2020/11/4	6-28	5	7	7	5	7	7	4.16
	2020/11/4	6-34	7	11	11	7	11	11	4.16
	2020/11/4	6-39	5	8	8	5	8	8	4.16
	2020/11/4	6-45	5	10	12	5	10	12	4.16
	2020/11/4	6-50	7	10	11	7	10	11	4.16
	2020/11/4	6-56	7	8	10	7	8	10	4.16
	2020/11/4	7-1	5	10	12	5	10	12	4.16
	2020/11/4	7-7	8	11	11	8	11	11	4.16
	2020/11/4	7-12	7	12	12	7	12	12	4.16
	2020/11/4	7-18	7	11	14	7	11	14	4.16
	2020/11/4	7-23	8	12	12	8	12	12	4.16
	2020/11/4	7-29	8	11	14	8	11	14	4.16
	2020/11/4	7-34	8	12	14	8	12	14	4.16
	2020/11/4	7-40	8	13	13	8	13	13	4.16
	2020/11/4	7-45	7	10	10	7	10	10	4.16
	2020/11/4	7-51	7	8	8	7	8	8	4.16
	2020/11/4	7-56	7	10	10	7	10	10	4.16
	2020/11/4	8-2	8	13	13	8	13	13	4.16
	2020/11/4	8-7	5	8	10	5	8	10	4.16
	2020/11/4	8-13	10	13	14	10	13	14	4.16
	2020/11/4	8-18	8	13	13	8	13	13	4.16
	2020/11/4	8-24	10	13	13	10	13	13	4.16
	2020/11/4	8-29	10	13	14	10	13	14	4.16
	2020/11/4	8-35	10	16	16	10	16	16	4.16
	2020/11/4	8-40	10	14	16	10	14	16	4.16
	2020/11/4	8-46	8	11	11	8	11	11	4.16
	2020/11/4	8-51	8	11	13	8	11	13	4.16
	2020/11/4	8-57	8	13	16	8	13	16	4.16
	2020/11/4	9-2	7	11	13	7	11	13	4.16
	2020/11/4	9-8	7	11	11	7	11	11	4.16
	2020/11/4	9-13	7	10	13	7	10	13	4.16
	2020/11/4	9-19	7	11	11	7	11	11	4.16
	2020/11/4	9-24	7	10	10	7	10	10	4.16
	2020/11/4	9-30	7	11	13	7	11	13	4.16
	2020/11/4	9-35	4	8	8	4	8	8	4.16
	2020/11/4	9-41	5	10	13	5	10	13	4.16
	2020/11/4	9-46	7	11	11	7	11	11	4.16
	2020/11/4	9-52	5	10	11	5	10	11	4.16
	2020/11/4	9-57	7	10	10	7	10	10	4.16
	2020/11/4	10-3	7	10	10	7	10	10	4.16
	2020/11/4	10-8	5	8	8	5	8	8	4.16
	2020/11/4	10-14	7	10	10	7	10	10	4.16
	2020/11/4	10-19	7	10	10	7	10	10	4.16
	2020/11/4	10-25	5	8	8	5	8	8	4.16
	2020/11/4	10-30	5	8	8	5	8	8	4.16
	2020/11/4	10-36	7	11	13	7	11	13	4.16
	2020/11/4	10-41	5	8	8	5	8	8	4.16
	2020/11/4	10-47	5	10	13	5	10	13	4.16
	2020/11/4	10-52	5	8	8	5	8	8	4.16
	2020/11/4	10-58	5	8	8	5	8	8	4.16
	2020/11/4	11-3	7	8	10	7	8	10	4.16
	2020/11/4	11-9	5	7	8	5	7	8	4.16
	2020/11/4	11-14	5	10	10	5	10	10	4.16
	2020/11/4	11-20	5	8	8	5	8	8	4.16
	2020/11/4	11-25	8	11	11	8	11	11	4.16
	2020/11/4	11-31	5	8	8	5	8	8	4.16
	2020/11/4	11-36	8	13	14	8	13	14	4.16
	2020/11/4	11-42	7	11	11	7	11	11	4.16
	2020/11/4	11-47	7	8	10	7	8	10	4.16
	2020/11/4	11-53	7	8	8	7	8	8	4.16
	2020/11/4	11-58	7	11	11	7	11	11	4.16
	2020/11/4	12-4	5	8	10	5	8	10	4.16
	2020/11/4	12-9	7	10	13	7	10	13	4.16
	2020/11/4	12-15	7	8	8	7	8	8	4.16
	2020/11/4	12-20	7	11	13	7	11	13	4.16
	2020/11/4	12-26	7	11	11	7	11	11	4.16
	2020/11/4	12-31	7	10	11	7	10	11	4.16
	2020/11/4	12-37	8	12	14	8	12	14	4.16
	2020/11/4	12-42	10	12	14	10	12	14	4.16
	2020/11/4	12-48	8	11	11	8	11	11	4.16
	2020/11/4	12-54	7	11	11	7	11	11	4.16
	2020/11/4	12-59	9	12	12	9	12	12	4.13
	2020/11/4	5-13	8	12	15	8	12	15	4.14
	2020/11/4	10-13	9	12	15	9	12	15	4.13
	2020/11/4	13-16	8	11	11	8	11	11	4.13
	2020/11/4	13-21	8	11	12	8	11	12	4.13
	2020/11/4	13-27	11	15	18	11	15	18	4.1
	2020/11/4	13-32	9	14	14	9	14	14	4.13
	2020/11/4	13-38	9	14	15	9	14	15	4.12
	2020/11/4	13-43	9	15	16	9	15	16	4.11
	2020/11/4	13-49	9	14	14	9	14	14	4.12
	2020/11/4	13-54	12	17	17	12	17	17	4.12
	2020/11/4	14-0	8	11	11	8	11	11	4.11
	2020/11/4	5-14	10	15	15	10	15	15	4.11
	2020/11/4	11-14	8	14	23	8	14	23	4.11
	2020/11/4	14-16	8	11	15	8	11	15	4.1
	2020/11/4	14-22	10	15	15	10	15	15	4.11
	2020/11/4	14-28	14	18	21	14	18	21	4.11
	2020/11/4	14-33	8	11	11	8	11	11	4.11
	2020/11/4	14-39	7	13	13	7	13	13	4.1
	2020/11/4	14-44	7	10	11	7	10	11	4.1
	2020/11/4	14-50	8	13	13	8	13	13	4.1
	2020/11/4	14-55	7	11	11	7	11	11	4.1
	2020/11/4	1-15	5	8	8	5	8	8	4.1
	2020/11/4	6-15	8	13	13	8	13	13	4.1
	2020/11/4	12-15	7	11	13	7	11	13	4.11
	2020/11/4	15-17	7	11	13	7	11	13	4.09
	2020/11/4	15-23	7	10	11	7	10	11	4.09
	2020/11/4	15-28	7	11	11	7	11	11	4.09
	2020/11/4	15-34	7	11	11	7	11	11	4.09
	2020/11/4	15-39	5	10	10	5	10	10	4.09
	2020/11/4	15-45	7	10	10	7	10	10	4.08
	2020/11/4	15-51	7	8	10	7	8	10	4.08
	2020/11/4	15-56	7	10	10	7	10	10	4.08
	2020/11/4	2-16	5	8	10	5	8	10	4.09
	2020/11/4	7-16	7	10	13	7	10	13	4.08
	2020/11/4	16-13	5	8	10	5	8	10	4.08
	2020/11/4	16-18	5	8	8	5	8	8	4.08
	2020/11/4	16-24	5	8	8	5	8	8	4.09
	2020/11/4	16-29	7	10	10	7	10	10	4.07
	2020/11/4	16-35	4	8	8	4	8	8	4.09
	2020/11/4	16-40	4	7	7	4	7	7	4.08
	2020/11/4	16-46	5	7	8	5	7	8	4.07
	2020/11/4	16-51	5	8	8	5	8	8	4.07
	2020/11/4	16-57	7	8	10	7	8	10	4.07
	2020/11/4	2-17	5	8	11	5	8	11	4.07
	2020/11/4	8-17	5	8	8	5	8	8	4.06
	2020/11/4	17-14	5	8	10	5	8	10	4.07
	2020/11/4	17-19	5	8	8	5	8	8	4.07
	2020/11/4	17-25	5	8	10	5	8	10	4.07
	2020/11/4	17-30	5	8	8	5	8	8	4.07
	2020/11/4	17-36	5	8	8	5	8	8	4.06
	2020/11/4	17-41	5	8	12	5	8	12	4.06
	2020/11/4	17-47	5	8	8	5	8	8	4.08
	2020/11/4	17-52	5	7	7	5	7	7	4.06
	2020/11/4	17-58	4	7	7	4	7	7	4.06
	2020/11/4	3-18	5	8	11	5	8	11	4.07
	2020/11/4	9-18	4	7	9	4	7	9	4.06
	2020/11/4	18-14	4	7	7	4	7	7	4.06
	2020/11/4	18-20	4	9	9	4	9	9	4.06
	2020/11/4	18-25	6	9	9	6	9	9	4.06
	2020/11/4	18-31	5	8	11	5	8	11	4.05
	2020/11/4	18-37	5	10	11	5	10	11	4.05
	2020/11/4	18-42	4	8	10	4	8	10	4.05
	2020/11/4	18-48	5	8	8	5	8	8	4.05
	2020/11/4	18-53	5	10	10	5	10	10	4.05
	2020/11/4	18-59	5	10	10	5	10	10	4.05
	2020/11/4	4-19	5	8	8	5	8	8	4.05
	2020/11/4	10-19	5	10	11	5	10	11	4.05
	2020/11/4	19-15	7	8	11	7	8	11	4.05
	2020/11/4	19-21	7	10	10	7	10	10	4.05
	2020/11/4	19-26	8	11	11	8	11	11	4.05
	2020/11/4	19-32	8	10	11	8	10	11	4.05
	2020/11/4	19-37	7	11	11	7	11	11	4.05
	2020/11/4	19-43	5	8	8	5	8	8	4.05
	2020/11/4	19-48	5	8	10	5	8	10	4.04
	2020/11/4	19-54	5	10	10	5	10	10	4.04
	2020/11/4	20-0	5	8	10	5	8	10	4.05
	2020/11/4	5-20	7	10	10	7	10	10	4.04
	2020/11/4	11-20	7	10	10	7	10	10	4.04
	2020/11/4	20-16	5	8	8	5	8	8	4.04
	2020/11/4	20-22	5	8	10	5	8	10	4.04
	2020/11/4	20-27	4	7	11	4	7	11	4.04
	2020/11/4	20-33	5	8	10	5	8	10	4.04
	2020/11/4	20-38	5	10	10	5	10	10	4.04
	2020/11/4	20-44	5	8	8	5	8	8	4.04
	2020/11/4	20-49	4	7	7	4	7	7	4.04
	2020/11/4	20-55	5	10	11	5	10	11	4.04
	2020/11/4	21-0	5	8	8	5	8	8	4.04
	2020/11/4	6-21	7	11	11	7	11	11	4.03
	2020/11/4	11-21	5	10	13	5	10	13	4.04
	2020/11/4	21-17	7	11	11	7	11	11	4.03
	2020/11/4	21-23	5	8	8	5	8	8	4.04
	2020/11/4	21-28	8	11	11	8	11	11	4.03
	2020/11/4	21-34	4	10	11	4	10	11	4.03
	2020/11/4	21-39	8	13	13	8	13	13	4.03
	2020/11/4	21-45	7	10	10	7	10	10	4.03
	2020/11/4	21-50	7	10	10	7	10	10	4.03
	2020/11/4	21-56	7	10	10	7	10	10	4.03
	2020/11/4	1-22	7	11	11	7	11	11	4.03
	2020/11/4	7-22	7	11	11	7	11	11	4.03
	2020/11/4	12-22	10	14	14	10	14	14	4.02
	2020/11/4	22-18	7	11	11	7	11	11	4.03
	2020/11/4	22-23	7	10	10	7	10	10	4.03
	2020/11/4	22-29	8	11	13	8	11	13	4.03
	2020/11/4	22-34	10	13	13	10	13	13	4.02
	2020/11/4	22-40	8	11	13	8	11	13	4.02
	2020/11/4	22-46	8	11	11	8	11	11	4.02
	2020/11/4	22-51	8	13	14	8	13	14	4.02
	2020/11/4	22-57	10	13	14	10	13	14	4.02
	2020/11/4	2-23	10	13	14	10	13	14	4.02
	2020/11/4	8-23	10	14	14	10	14	14	4.02
	2020/11/4	23-13	10	13	13	10	13	13	4.02
	2020/11/4	23-19	8	10	10	8	10	10	4.01
	2020/11/4	23-24	10	14	14	10	14	14	4.02
	2020/11/4	23-30	11	16	16	11	16	16	4.02
	2020/11/4	23-35	8	11	13	8	11	13	4.02
	2020/11/4	23-41	8	13	16	8	13	16	4.01
	2020/11/4	23-46	8	13	14	8	13	14	4.02
	2020/11/4	23-52	10	14	16	10	14	16	4.02
	2020/11/4	23-57	11	14	18	11	14	18	4.02
	2020/11/5	0-3	8	11	14	8	11	14	4.02
	2020/11/5	0-9	10	16	19	10	16	19	4.02
	2020/11/5	0-14	10	16	16	10	16	16	4.02
	2020/11/5	0-20	8	11	13	8	11	13	4.01
	2020/11/5	0-25	10	13	13	10	13	13	4.02
	2020/11/5	0-31	11	16	17	11	16	17	4.01
	2020/11/5	0-36	8	13	13	8	13	13	4.01
	2020/11/5	0-42	10	13	13	10	13	13	4.02
	2020/11/5	0-47	7	10	10	7	10	10	4.03
	2020/11/5	0-53	11	16	17	11	16	17	4.01
	2020/11/5	0-58	10	14	14	10	14	14	4.01
	2020/11/5	1-4	10	14	14	10	14	14	4.01
	2020/11/5	1-9	8	13	13	8	13	13	4
	2020/11/5	1-15	7	11	11	7	11	11	4.01
	2020/11/5	1-20	8	13	13	8	13	13	4.01
	2020/11/5	1-26	10	13	14	10	13	14	4.01
	2020/11/5	1-31	8	13	13	8	13	13	4.01
	2020/11/5	1-37	7	11	11	7	11	11	4
	2020/11/5	1-43	8	11	11	8	11	11	4.01
	2020/11/5	1-48	8	13	13	8	13	13	4.02
	2020/11/5	1-54	8	11	11	8	11	11	4.01
	2020/11/5	1-59	7	10	10	7	10	10	4.01
	2020/11/5	2-5	8	11	13	8	11	13	4.01
	2020/11/5	2-10	7	10	10	7	10	10	4.01
	2020/11/5	2-16	8	13	14	8	13	14	4.01
	2020/11/5	2-21	7	11	11	7	11	11	4.01
	2020/11/5	2-27	7	8	8	7	8	8	4.01
	2020/11/5	2-32	7	11	13	7	11	13	4.01
	2020/11/5	2-38	5	10	11	5	10	11	4.01
	2020/11/5	2-43	8	11	13	8	11	13	4
	2020/11/5	2-49	8	10	11	8	10	11	4.01
	2020/11/5	2-54	7	11	11	7	11	11	3.97
	2020/11/5	3-0	5	8	10	5	8	10	4
	2020/11/5	3-6	7	11	11	7	11	11	4
	2020/11/5	3-11	7	10	10	7	10	10	4
	2020/11/5	3-17	7	10	10	7	10	10	4.02
	2020/11/5	3-22	7	10	11	7	10	11	4
	2020/11/5	3-28	8	13	14	8	13	14	4
	2020/11/5	3-33	7	10	10	7	10	10	4.01
	2020/11/5	3-39	7	10	13	7	10	13	4
	2020/11/5	3-44	5	10	10	5	10	10	4.02
	2020/11/5	3-50	7	10	11	7	10	11	4
	2020/11/5	3-55	7	10	11	7	10	11	4
	2020/11/5	4-1	7	10	10	7	10	10	4
	2020/11/5	4-6	5	10	10	5	10	10	4.01
	2020/11/5	4-12	7	10	11	7	10	11	4
	2020/11/5	4-17	7	8	10	7	8	10	4
	2020/11/5	4-23	5	10	13	5	10	13	4
	2020/11/5	4-29	7	10	14	7	10	14	4
	2020/11/5	4-34	7	10	10	7	10	10	4
	2020/11/5	4-40	4	8	8	4	8	8	4
	2020/11/5	4-45	7	8	8	7	8	8	4
	2020/11/5	4-51	5	10	10	5	10	10	4
	2020/11/5	4-56	5	7	7	5	7	7	4
	2020/11/5	5-2	7	8	8	7	8	8	4
	2020/11/5	5-7	4	7	7	4	7	7	4
	2020/11/5	5-13	4	8	8	4	8	8	3.98
	2020/11/5	5-18	4	7	7	4	7	7	4
	2020/11/5	5-24	5	7	7	5	7	7	4
	2020/11/5	5-29	5	8	10	5	8	10	4
	2020/11/5	5-35	4	5	5	4	5	5	4
	2020/11/5	5-40	5	10	10	5	10	10	4
	2020/11/5	5-46	5	10	10	5	10	10	4
	2020/11/5	5-52	4	7	8	4	7	8	4
	2020/11/5	5-57	5	8	8	5	8	8	3.99
	2020/11/5	6-3	5	8	8	5	8	8	3.99
	2020/11/5	6-8	4	7	8	4	7	8	3.97
	2020/11/5	6-14	5	8	8	5	8	8	4
	2020/11/5	6-19	5	8	8	5	8	8	3.99
	2020/11/5	6-25	5	7	7	5	7	7	3.99
	2020/11/5	6-30	7	8	11	7	8	11	3.99
	2020/11/5	6-36	5	7	7	5	7	7	4
	2020/11/5	6-41	5	8	8	5	8	8	4
	2020/11/5	6-47	5	8	8	5	8	8	4
	2020/11/5	6-52	4	7	8	4	7	8	4.01
	2020/11/5	6-58	7	10	10	7	10	10	3.99
	2020/11/5	7-3	5	10	10	5	10	10	3.99
	2020/11/5	7-9	7	10	10	7	10	10	3.99
	2020/11/5	7-14	5	10	11	5	10	11	4
	2020/11/5	7-20	5	8	10	5	8	10	4.01
	2020/11/5	7-26	5	10	10	5	10	10	3.99
	2020/11/5	7-31	7	10	10	7	10	10	3.99
	2020/11/5	7-32	6	9	9	6	9	9	4.39
	2020/11/5	7-38	6	7	7	6	7	7	4.39
	2020/11/5	7-43	6	9	9	6	9	9	4.39
	2020/11/5	7-49	6	9	11	6	9	11	4.39
	2020/11/5	7-54	7	9	9	7	9	9	4.39
	2020/11/5	8-0	6	9	10	6	9	10	4.39
	2020/11/5	8-5	7	10	12	7	10	12	4.39
	2020/11/5	8-11	6	9	9	6	9	9	4.39
	2020/11/5	8-16	6	10	12	6	10	12	4.37
	2020/11/5	8-22	6	10	10	6	10	10	4.36
	2020/11/5	8-27	6	9	9	6	9	9	4.34
	2020/11/5	8-33	5	8	8	5	8	8	4.18
	2020/11/5	8-38	7	8	8	7	8	8	4.18
	2020/11/5	8-44	4	7	7	4	7	7	4.18
	2020/11/5	8-49	5	8	10	5	8	10	4.18
	2020/11/5	8-55	4	7	8	4	7	8	4.18
	2020/11/5	9-0	4	7	7	4	7	7	4.18
	2020/11/5	9-6	5	7	8	5	7	8	4.18
	2020/11/5	9-11	5	8	10	5	8	10	4.18
	2020/11/5	9-17	5	8	8	5	8	8	4.18
	2020/11/5	9-22	5	8	8	5	8	8	4.18
	2020/11/5	9-28	4	8	8	4	8	8	4.18
	2020/11/5	9-33	5	8	8	5	8	8	4.18
	2020/11/5	9-39	4	7	7	4	7	7	4.17
	2020/11/5	9-44	5	10	10	5	10	10	4.17
	2020/11/5	9-50	4	7	7	4	7	7	4.16
	2020/11/5	9-56	5	7	7	5	7	7	4.16
	2020/11/5	10-1	4	8	8	4	8	8	4.16
	2020/11/5	10-7	5	7	7	5	7	7	4.16
	2020/11/5	10-12	4	7	7	4	7	7	4.16
	2020/11/5	10-18	5	8	8	5	8	8	4.16
	2020/11/5	10-23	5	7	7	5	7	7	4.16
	2020/11/5	10-29	5	8	8	5	8	8	4.16
	2020/11/5	10-34	5	8	10	5	8	10	4.16
	2020/11/5	10-40	4	5	5	4	5	5	4.16
	2020/11/5	10-45	4	7	7	4	7	7	4.16
	2020/11/5	10-51	4	5	5	4	5	5	4.16
	2020/11/5	10-56	5	8	10	5	8	10	4.16
	2020/11/5	11-2	5	7	8	5	7	8	4.16
	2020/11/5	11-7	5	8	8	5	8	8	4.16
	2020/11/5	11-13	4	10	10	4	10	10	4.16
	2020/11/5	11-18	5	10	10	5	10	10	4.16
	2020/11/5	11-24	5	8	10	5	8	10	4.16
	2020/11/5	11-29	7	10	11	7	10	11	4.16
	2020/11/5	11-35	4	10	11	4	10	11	4.16
	2020/11/5	11-40	5	8	10	5	8	10	4.16
	2020/11/5	11-46	5	10	10	5	10	10	4.16
	2020/11/5	11-51	5	10	11	5	10	11	4.16
	2020/11/5	11-57	5	8	8	5	8	8	4.16
	2020/11/5	12-2	5	8	8	5	8	8	4.16
	2020/11/5	12-8	7	10	10	7	10	10	4.16
	2020/11/5	12-13	5	8	8	5	8	8	4.16
	2020/11/5	12-19	7	11	12	7	11	12	4.16
	2020/11/5	12-24	5	8	10	5	8	10	4.16
	2020/11/5	12-30	7	8	8	7	8	8	4.16
	2020/11/5	12-35	8	12	14	8	12	14	4.16
	2020/11/5	12-41	7	10	11	7	10	11	4.16
	2020/11/5	12-46	4	7	7	4	7	7	4.16
	2020/11/5	12-52	7	10	10	7	10	10	4.16
	2020/11/5	12-57	7	10	10	7	10	10	4.16
	2020/11/5	3-13	7	10	10	7	10	10	4.16
	2020/11/5	8-13	5	8	10	5	8	10	4.16
	2020/11/5	13-14	7	8	8	7	8	8	4.16
	2020/11/5	13-19	5	7	8	5	7	8	4.16
	2020/11/5	13-25	7	11	11	7	11	11	4.16
	2020/11/5	13-30	8	12	12	8	12	12	4.16
	2020/11/5	13-36	5	8	10	5	8	10	4.16
	2020/11/5	13-41	5	8	8	5	8	8	4.16
	2020/11/5	13-47	7	8	8	7	8	8	4.16
	2020/11/5	13-52	5	8	8	5	8	8	4.16
	2020/11/5	13-58	7	11	11	7	11	11	4.16
	2020/11/5	3-14	5	8	8	5	8	8	4.16
	2020/11/5	9-14	7	10	10	7	10	10	4.16
	2020/11/5	14-14	5	8	10	5	8	10	4.16
	2020/11/5	14-20	7	11	11	7	11	11	4.16
	2020/11/5	14-25	7	10	12	7	10	12	4.16
	2020/11/5	14-31	7	10	10	7	10	10	4.16
	2020/11/5	14-36	7	10	10	7	10	10	4.16
	2020/11/5	14-42	7	11	11	7	11	11	4.16
	2020/11/5	14-47	8	11	11	8	11	11	4.16
	2020/11/5	14-53	7	10	11	7	10	11	4.16
	2020/11/5	14-58	8	11	11	8	11	11	4.16
	2020/11/5	4-15	8	12	12	8	12	12	4.16
	2020/11/5	9-15	8	12	12	8	12	12	4.16
	2020/11/5	15-15	7	11	14	7	11	14	4.16
	2020/11/5	15-20	5	11	11	5	11	11	4.16
	2020/11/5	15-26	8	10	11	8	10	11	4.16
	2020/11/5	15-31	10	14	14	10	14	14	4.16
	2020/11/5	15-37	8	11	12	8	11	12	4.16
	2020/11/5	15-42	8	12	14	8	12	14	4.16
	2020/11/5	15-48	8	12	12	8	12	12	4.15
	2020/11/5	15-53	8	11	11	8	11	11	4.16
	2020/11/5	15-59	7	11	11	7	11	11	4.16
	2020/11/5	4-16	8	11	12	8	11	12	4.15
	2020/11/5	10-16	8	9	11	8	9	11	4.15
	2020/11/5	16-15	9	12	12	9	12	12	4.16
	2020/11/5	16-21	8	9	9	8	9	9	4.15
	2020/11/5	16-26	7	10	10	7	10	10	4.16
	2020/11/5	16-32	7	10	10	7	10	10	4.16
	2020/11/5	16-37	8	11	11	8	11	11	4.16
	2020/11/5	16-43	7	10	10	7	10	10	4.16
	2020/11/5	16-48	8	13	14	8	13	14	4.16
	2020/11/5	16-54	10	15	17	10	15	17	4.16
	2020/11/5	16-59	10	13	14	10	13	14	4.16
	2020/11/5	5-17	10	12	15	10	12	15	4.16
	2020/11/5	10-17	7	11	12	7	11	12	4.16
	2020/11/5	17-16	8	12	15	8	12	15	4.16
	2020/11/5	17-21	8	11	13	8	11	13	4.16
	2020/11/5	17-27	10	12	12	10	12	12	4.16
	2020/11/5	17-32	5	10	11	5	10	11	4.16
	2020/11/5	17-38	10	12	14	10	12	14	4.15
	2020/11/5	17-43	8	11	12	8	11	12	4.16
	2020/11/5	17-49	7	11	11	7	11	11	4.16
	2020/11/5	17-54	8	14	14	8	14	14	4.15
	2020/11/5	18-0	8	12	12	8	12	12	4.15
	2020/11/5	5-18	8	11	12	8	11	12	4.15
	2020/11/5	11-18	11	12	12	11	12	12	4.15
	2020/11/5	18-16	10	14	18	10	14	18	4.16
	2020/11/5	18-22	10	12	14	10	12	14	4.15
	2020/11/5	18-27	10	12	14	10	12	14	4.15
	2020/11/5	18-33	8	14	14	8	14	14	4.15
	2020/11/5	18-38	11	15	18	11	15	18	4.15
	2020/11/5	18-44	10	14	15	10	14	15	4.15
	2020/11/5	18-49	11	14	14	11	14	14	4.16
	2020/11/5	18-55	11	15	17	11	15	17	4.15
	2020/11/5	19-0	10	14	17	10	14	17	4.16
	2020/11/5	6-19	11	14	16	11	14	16	4.16
	2020/11/5	11-19	10	14	17	10	14	17	4.16
	2020/11/5	19-17	13	17	17	13	17	17	4.16
	2020/11/5	19-22	10	16	16	10	16	16	4.16
	2020/11/5	19-28	11	16	16	11	16	16	4.16
	2020/11/5	19-33	11	14	17	11	14	17	4.15
	2020/11/5	19-39	11	16	17	11	16	17	4.16
	2020/11/5	19-44	10	14	15	10	14	15	4.15
	2020/11/5	19-50	13	15	17	13	15	17	4.15
	2020/11/5	19-55	10	14	15	10	14	15	4.15
	2020/11/5	1-20	13	20	24	13	20	24	4.15
	2020/11/5	6-20	11	15	17	11	15	17	4.15
	2020/11/5	12-20	13	18	21	13	18	21	4.15
	2020/11/5	20-17	11	17	17	11	17	17	4.15
	2020/11/5	20-23	11	16	17	11	16	17	4.15
	2020/11/5	20-28	10	13	14	10	13	14	4.15
	2020/11/5	20-34	13	17	20	13	17	20	4.15
	2020/11/5	20-39	10	14	14	10	14	14	4.15
	2020/11/5	20-45	11	18	20	11	18	20	4.15
	2020/11/5	20-50	13	14	14	13	14	14	4.15
	2020/11/5	20-56	14	19	22	14	19	22	4.16
	2020/11/5	1-21	11	17	19	11	17	19	4.15
	2020/11/5	7-21	12	15	15	12	15	15	4.17
	2020/11/5	12-21	13	19	20	13	19	20	4.16
	2020/11/5	21-18	13	17	19	13	17	19	4.16
	2020/11/5	21-23	11	17	19	11	17	19	4.16
	2020/11/5	21-29	11	16	17	11	16	17	4.16
	2020/11/5	21-34	11	14	16	11	14	16	4.16
	2020/11/5	21-40	11	16	16	11	16	16	4.16
	2020/11/5	21-45	11	19	19	11	19	19	4.16
	2020/11/5	21-51	11	16	19	11	16	19	4.16
